index,JUDGMENT,Summarized_text,Labels,Scores
1615," J U D G M E N T NANAVATI, J. Leave granted. The appellant  was convicted under Sections 323 and 325 I.P.C. He  had caused  grievous  hurt  to  Ahmed  Hussain  - respondent No.  2. His conviction was confirmed by the first appellate court  and the  Revision Petition filed by him was dismissed by the High Court. Learned counsel  for the  appellant  submits  that  now there is  a compromise  between the appellant and respondent No.2 and  that compromise  has been  brought  about  by  the persons residing  in the  Mohalla  and  near  relatives.  He submits that  in the  interest of maintaining good relations between the  parties, it is desirable that this Court grants permission to compound the said offences. We have  gone through  the  affidavits  filed  in  this behalf by Shri Prem Singh, the neighbour of the complainant, Shyam Singh Gahlot, another neighbour of the complainant and Jamil Ahmed  - brother  of the complainant. All of them have stated in  clear terms  that the  parties have willingly and voluntarily settled the matter. In order  to see  that good  relations  are  maintained between the parties, we grant permission to them to compound the  said   offences.  As  a  result  of  our  granting  the permission, the  appellant stands  acquitted and is directed to be  released from  jail immediately,  if his  presence in jail is not required in connection with some other case. The appeal is allowed accordingly.",The appellant was convicted under Sections 323 and 325 I.P.C. He had caused grievous hurt to Ahmed  Hussain - respondent No. 2. His conviction was confirmed by the first appellate court.,special leave petitions,41.25
1616," JUDGMENT O R D E R CIVIL APPEAL NO.617 OF 2008 (arising out of SLP(C)No.21000 of 2006) Leave granted. Heard the parties. The order impugned being an interim order we see no reason to interfere. However, since Writ Petition No.15540/2006 is now pending for disposal before the High Court in which the question of law has been raised we dispose of this appeal with a request to the High Court to dispose of Writ Petition NO.15540/2006 within three months from today.  Till such time the writ petition is disposed of, the interim order passed by this Court on 08.01.2007 shall continue.","Leave granted. The order impugned being an interim order we see no reason to interfere. However, since Writ Petition No.15540/2006 is now pending for disposal before the High Court in which the question of law has been raised we dispose of this appeal.",civil,61.12
1617," WITH CRIMINAL APPEAL NO.248 OF 1983 Dilbagh Singh Dilbagh Singh V. State of Punjab J U D G M E N T M.K. MUKHERJEE J. These two  appeals have  been heard  together  as  they arise out  of a  common judgment  delivered by  the Punjab & Haryana High  Court affirming  the convictions and sentences recorded against  the five  appellants  under  Section  302, 302/149, 324,  324/149 of  the  Indian  Penal  Code  by  the Additional Sessions  Judge, Amritsar.  While  one  of  these appeals (Crl.  Appeal No.  248/83) is at the instance of one of the  five convicts,  the other (Crl. A. No. 67-67A/83) is by the  remaining four. During the pendency of these appeals in this  Court one  of the  appellants, namely, Pargat Singh died and consequently his appeal abates. Having gone through the judgments of the learned Courts below we  find ourselves  in  complete  agreement  with  the concurrent findings  recorded by them - as they are based on a careful  consideration  and  discussion  of  the  evidence adduced during trial - except that it cannot be said to have been conclusively  proved, in  view of  the evidence  of Dr. Rajinder Singh  (PW 1) who held post-mortem examination upon deceased Mota  Singh, that  the appellants shared the common object of  causing his  murder. Except  one  incised  injury found by him on the skull of the deceased all other injuries were  lacerated   injuries  on  the  legs.  Those  lacerated injuries, according to PW 1 could be caused by fire-arm, and the incised injury by a sharp edged weapon. According to the prosecution case as detailed by the eye witnesses two of the appellants shot  at the deceased with their respective fire- arms and,  therefore, if  the common  object of the unlawful assembly of  which they were members was to kill him, it was http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 expected, in  the fitness of things, that they would shot at vital parts  of his  body, more  so when the deceased was at close quarters. The evidence of the doctor further discloses that there  was no  corresponding  internal  injury  of  the incised wound  which necessarily  means that that injury was also not  intended to  cause the death of the deceased. Such being the  state of  evidence on  record it can only be said that the common object of the unlawful assembly was to cause grievous hurt to the deceased with dangerous weapons. For the  foregoing reasons  we allow this appeal to the extent  that  the  convictions  and  sentences  of  the  two appellants (Kartar  Singh and  Dilbagh Singh)  under Section 302 and  of the  others under  Sections 302/149  IPC are set aside; and instead thereof they are convicted under Sections 326 and  326/149 IPC respectively. For the above convictions each of them will suffer a sentence of rigorous imprisonment for seven years. The other convictions and sentences imposed therefor will,  however, stand.  The  substantive  sentences will run concurrently. The appellants, who are on bail, will now surrender to their bail bonds to serve out the sentences imposed upon them.","Two appeals arise out of a common judgment delivered by the Punjab & Haryana High Court. During the pendency of these appeals one of the appellants, namely, Pargat Singh died and consequently his appeal abates. For the above convictions each of them will suffer a sentence of rigorous imprisonment for seven years.",criminal,43.12
1618," J U D G M E N T B.P.Singh,J. We have heard counsel for the parties. The facts not in dispute are that lands belonging to the appellant were acquired under the provisions of the Land Acquisition Act, 1894.   The collector made his Award again st which the appellant preferred a reference under Section 18 of the Land Acquisition Act and t he same was pending when the Land Acquisition Amendment Bill was introduced in the Parliament on 30th April, 1982 and the Amendment Act  came into force from 24th September, 1984.   In between these two dates Reference Court made its Award on February 10, 1983.   After the Award the appellant received the amount awarded to him and did not prefer a further appeal therefrom. In the year 1995 the appellant filed an application under Section 152 C.P.C. before the Spec ial Sub-Judge, Ranchi claiming that he was entitled to the benefit conferred by Sections 23(2) a nd 28 of the Land Acquisition Act as amended by the Amendment Act.   The learned Sub-Judge held that the said application was not maintainable and the said finding has been affirmed b y the High Court. We find no reason to interfere with the order of the High Court because a mere perusal of Section 152 makes it clear that Section 152 C.P.C. can be invoked for the limited purpose of correcting clerical errors or arithmetical mistakes in the judgment.   The Sectio n cannot  be invoked for claiming a substantive relief which was not granted under the decree, or as a pretext to get the order which has attained finality reviewed.    If any authority is r equired for this proposition, one may refer to the decision of this Court in State of Punjab Vs. Dar shan Singh 2004(1)SCC 328. The appeal, therefore, lacks merit and is accordingly dismissed. No costs."," lands belonging to the appellant were acquired under the provisions of the Land Acquisition Act, 1894. The collector made his Award again st which the appellant preferred a reference under Section 18. The appeal, therefore, lacks merit and is accordingly dismissed.",transfer,27.55
1619," S. N. VARIAVA, J. The question of law having been decided in the Judgment dated 20th February, 2002 passed in Civil Appeal No. . of 2002 [Arising out of SLP (C) No. 12384 of 2000] this Appeal be now placed before a Bench of two Judges for consideration of other aspects which are stated to have  been raised. ...J. (G.B. PATTANAIK) ...J. (S.N. PHUKAN) ..J. (S. N. VARIAVA) February 20, 2002.","S. N. VARIAVA, J. (G.B. PATTANAIK) ...J. (S.N. PHUKAN) February 20, 2002. Judgment passed in Civil Appeal No. . of 2002.",civil,80.51
1620," JUDGMENT O  R  D  E  R CIVIL APPEAL NO.8064 OF 2001 Heard learned counsel for the parties. This appeal is filed against an interim order dated 09.08.2001 passed by the High Co urt of Punjab and Haryana at Chandigarh in C.M.No.4010/2001 in R.S.A.No.1929/91.  While issuing notice on 05.10.2001, status quo was ordered to be maintained by this Court as regards prope rty which is still continuing.  We are informed by the learned counsel that the second appeal is pending before the High Court of Punjab and Haryana at Chandigarh.  Considering the facts and circumstances of the case, we request the High Court to dispose of the second appeal as earl y as possible and preferably within a period of one year from the date of communication of this O rder. The status quo granted by this Court which is still continuing would also continue till the disposal of the second appeal. The appeal is disposed of accordingly. There shall be no order as to costs.",This appeal is filed against an interim order dated 09.08.2001 passed by the High Co urt of Punjab and Haryana at Chandigarh. The status quo granted by this Court which is still continuing would also continue till the disposal of the second appeal. There shall be no order as to costs.,civil,82.0
1621," O R D E R The appeal  lie in  a short compass. The appellants are the legal  representatives of  defendent  Nos.7  to  9.  The respondents plaintiff  Nos.1 and  2, filed  T.S. No.66/58 on October 7,  1958 to  declare that the compromise decree made in T.S.  No.72/26 is  null and  void and does not bind them. The trial court dismissed the suit. On appeal, while holding the allegations  that the compromise was obtained by playing fraud on the plaintiff was not proved, it was allowed on the ground that  it does  not  bind  the  plaintiff.  As  stated earlier, the  trial court  after  going  into  the  evidence dismissed the  suit holding that the decree was not obtained by fraud  and that,  therefore, the  decree was valid and is binding on  them. In  T.S. No.1962/62,  the appellate  court also recorded  the  finding  that  the  compromise  was  not vitiated by  fraud, but  since defendants Nos.7 to 9 have no right  in  the  property,  the  family  arrangement  in  the compromise was  not valid  and that,  therefore, it does not bind the  plaintiffs. Accordingly  it reversed the decree of the trial  court and decreed the suit by Judgment and decree dated September 15, 1971. The appellants  carried the  matter  in  Second  Appeal No.63/72. The single Judge of the High Court by Judgment and decree dated June 28, 1978 dismissed the appeal holding that since the  11th defendant  died on  July  9,  1973  and  the application  for  substitution  was  not  filed  within  the limitation, the  entire appeal stands abated and accordingly the appeal was dismissed. Thus this appeal by Special Leave. Admittedly, the  property belongs  to one  Ganga Bishan who had  1/6th share in the joint family property and on his demise his  widow, Daulat  Kaur, came  into possession  as a limited owner  in respect  of the  lands in  dispute bearing plot Nos.132, 133 and 138. Daulat Kaur gifted the properties to the  defendants Nos.1  and 2 on April 4, 1926, which gave rise to  the tile  Suit No.72/26  challenging the  aforesaid http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 gift. Therein,  the  compromise  was  affected  between  the parties and  each one  of the  four branches  were  given  3 bighas 3  katas each  out of a total extent of 14 bighas, 12 katas. Daulat Kaur died on June 27, 1956. These  facts   clearly  establish   that  there   as  a compromise recorded  in the  judicial  proceedings  in  T.S. No.72/26 in  which each  of the  branch was  proportionately given @ 3 bighas, 3 katas each. The question then is whether the compromise was vitiated by fraud. Unless this finding is established, decree  binds the  parties as  it  was  validly recorded in  a judicial adjudication and it cannot be set at naught. In  view of  the findings of both the trial court as well as  the appellate  court that  no fraud was played, the compromise decree  does not  get vitiated. The question then is whether  the second appeal stands abated. It is seen that the defendent  No.11 in  the trial  court is only one of the persons representing  the branch of the defendants No.9. The other defendants  are already representing the estate of the 11th defendant.  The death  occured on  July 9, 1973 and the application for  substitution was filed on October 17, 1973, practically after the expiry of the nine days of limitation. The application  for substitution  was filed  two days after the Puja  Vacation. It  would have been in time, if filed on the day the Court re-opened after Puja vacation. Under these  circumstances the  High Court  was  wholly illegal in  finding that  the appeal abated, and in refusing to condone  the delay  of nine  days in  bringing the  legal representatives on  record. The  explanation of delay is not as rigorous  as one  to condone  delay in filing the appeal. The appeal  is, therefore,  allowed with the result that the decree in T.S. No.72/26 stand unaffected.","The appeal  lie in  a short compass. The appellants are the legal  representatives of  defendent  Nos.7  to  9. The respondents plaintiff, Nos.1 and 2, filed  T.S. No.66/58 on October 7, 1958. The trial court dismissed the suit. On appeal, while holding the allegations  that the compromise was obtained by playing fraud on the plaintiff was not proved, it was allowed on the ground that  it does not bind  the plaintiff.",appointment,21.35
1622," J U D G M E N T BHARUCHA. J. The Revenue  challenges the correctness of the order of Customs, Excise  and Gold (Control) Appellate Tribunal which holds that the totaliser system installed at the race course of the  respondents was  not liable to excise duty. Upon the record before  it, the  Tribunal came to the conclusion that the totaliser  was embedded in the earth and was not ’goods’ upon which excise duty was leviable. Having  regard  to  the  judgment  that  we  have  just delivered in  C.A. No. 2919/86, M/s Mittal Engineering works (P) Ltd.  vs. Collector  of Central  Excise, Meerut, and the content of  a totaliser  or tote  machine employed at a race course as  found by the Tribunal upon the evidence, the same is not ’goods’ for the purposes of levy of excise duty. The appeal is dismissed with no order as to costs.","The Revenue challenges the correctness of the order of Customs, Excise  and Gold (Control) Appellate Tribunal which holds that the totaliser system installed at the race course of the respondents was not liable to excise duty. The appeal is dismissed with no order as to costs.",appointment,52.49
1623," O R D E R The petitioner was admittedly appointed in the quota of Scheduled Castes in the Income-tax Department and ultimately he rose  to the  status as Income Tax Inspector. Three years prior to  retirement, he was called upon to prove that he is scheduled caste  and departmental  enquiry was  held. He was given opportunity and it was found, relying upon the entries in service  book, S.S.L.C.  Register and  other  documentary evidence, that he is not a member of the scheduled caste and as such  he is  not  eligible  to  enjoy  the  status  as  a scheduled caste  in the Government service. On that premise, they imposed,  under Rule  14 of CCS (CCA Rules), punishment of forfeiting  his pension. Calling  in question  that order dated December  9,1987, the   petitioner  filed  an O.A.  in the     Tribunal.     The  Tribunal,   after     elaborately considering   the   evidence   on  record,  confirmed    the finding of the disciplinary authority that  the   petitioner had   wrongfully   gained   appointment against   the   post reserved    for   Scheduled   Castes,    and  imposition  of penalty of forfeiture of pension was legal. We have  gone through the reasoning of the Tribunal. We find that the same are perfectly justified. It is vehemently contended by  the learned  counsel for  the petitioner,  Sri Srinivasan, that  a certificate  was issued  in 1956  by the competent authority  stating that the petitioner belonged to the  community   recognised  as   a  scheduled   castes  and petitioner’s  grandfather   belonged   to   Thotti   Naicken community and  he continued  in office  for the period of 30 years. At  this belated stage, it cannot held that he is not a scheduled caste and cannot be called upon to prove it once over. We  cannot   appreciate  this   stand  taken   by   the petitioner. It  is for  the  petitioner  to  prove  that  he belongs to the scheduled caste specified in the Presidential Notification in  relation to  the State to which he  belongs http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 and   was born.   In  S.S.L.C.  register, the petitioner did not claim  his status  as a  scheduled caste.  On the  other hand, his   father’s name  was mentioned  as Ganga Naidu and he  claimed   to  be   Hindu.  In  those  circumstances  the Certificate obtained  from the  Revenue Authorities  in  the year 1956 is obviously a false certificate. Under these  circumstances the penalty of forfeiture of pension cannot  be said  to be  unwarranted. The petition is accordingly dismissed.","The petitioner was admittedly appointed in the quota of Scheduled Castes in the Income-tax Department and ultimately he rose  to the status as Income Tax Inspector. Three years prior to retirement, he was called upon to prove that he is scheduled caste and departmental enquiry was held. He was given opportunity and it was found, relying upon the entries in service book, S.S.L.C. Register and other documentary evidence, that he was not a member of the scheduled caste. On that premise, they imposed, under Rule  14 of CCS (CCA Rules), punishment of forfeiting his pension.",appointment,46.0
1624," J U D G M E N T (Arising out of SLP (Crl.) Nos. 5731-5733 of 2005) ARIJIT PASAYAT, J. Leave granted. The appellants question correctness of the judgment rendered by a learned Single Judge of the Delhi High Court who dismissed the appeal filed by the appellants simply observing that the Criminal Revision Petition No.117 of 2001 filed by the informant has been dismissed and the said revision and appeal related to the same judgment.  It is to be noted that the appellants as accused nos. 2 and 3 faced trial for alleged commission of offences punishable under Section 302 read with Section 34 of the Indian Penal Code, 1860 (in short the ’IPC’), along with accused no.1 i.e. Tej Ram who has expired in the meantime, while several others some of whom have died in the meantime, the allegations were under Sections 147,148, 149 and 307 IPC for which the accused Nos.1, 2 and 3 were also similarly charged. The trial court by its judgment dated 13.11.2000 held that the appellants Kalu Ram and Roop Chand were guilty of offence punishable under Section 304 Part I read with Section 34 IPC and sentenced each to undergo rigorous imprisonment for seven years with a fine of Rs.1000/- with default stipulation.  All the other accused persons were acquitted. The informant Ranjit Singh filed a revision application questioning the conviction of the appellants under Section 304 Part I IPC.  According to him they should have been convicted under Section 302 IPC and the other accused persons should not have been acquitted. Appellants filed an appeal questioning their conviction and sentence imposed. Learned Single Judge took up the criminal revision first and held the same to be without merit.  But without considering the merits of appeal filed by the present appellants dismissed the same holding that in view of the decision in the Criminal Revision Petition No.117 of 2001, the appeal also was without merit. Learned counsel for the appellants submitted that the approach of the High Court is clearly erroneous. It did not hear the learned counsel for the appellants. On the contrary in the judgment it has been indicated as if the appellants were http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 represented by Mr. Rajesh Aggarwal and Ms. Mridul Aggarwal who in fact were the learned counsel for the informant Ranjit Singh in the connected Criminal Revision. The summary disposal of the appeal is also not proper as no opportunity was granted to the appellants to substantiate their challenge to the legality of the judgment of the trial court. We find that the contentions of the learned counsel for the appellant to be correct. The case of the appellants was not independently examined.  Merely because the Revision Petition filed by the informant was dismissed that could not have been a ground for not discussing the merits of the appeal filed by the appellants.  A Criminal Revision Petition may have been without merit; but that did not make the appeal filed by the appellants meritless. On the above grounds alone we set aside the order of the High Court and sent it to the High Court for a fresh consideration on merits. It is submitted by learned counsel for the appellants that they were on bail during the pendency of the appeal before the High Court.  It is open to them to bring this fact to the notice of the High Court and seek such interim order as is available in law.  Since the appeal is of the year 2000 the High Court is requested to dispose of the same expeditiously. The appeals are allowed to the aforesaid extent.",Kalu Ram and Roop Chand were convicted of offence punishable under Section 304 Part I read with Section 34 IPC and sentenced each to undergo rigorous imprisonment for seven years. The informant Ranjit Singh filed a revision application questioning the conviction of the appellants under Section 302 Part I IPC. Appellants filed an appeal questioning their conviction and sentence imposed. Learned Single Judge took up the criminal revision first and held the same to be without merit. But without considering the merits of appeal filed by the present appellants dismissed the same holding.,transfer,28.75
1625," O R D E R Delay condoned. The charge  against  the  petitioner  is  that  as  per special Audit  for 1981-82,  he  defalcated  a  sum  of  Rs. 18,970.85 in  General  Distribution  System,  Rs.  20,789.50 under Cash  and   carry programme  and had shown shortage of four quintals  of sugar  worth amount Rs. 1530/- and 80 Kgs. of sugar  worth amount  Rs. 308/-  and as  per special Audit report of 1982-83, for a further amount of Rs. 23,746.00. An opportunity was  given to  the petitioner  to make  good the loss. But  he did  not deposit  the money.  Consequently, an order of  his removal  from service  came to  be passed  but reasons for  the same  were no  assigned. He filed an appeal before the Regional Administrative Committee which dismissed the same.  When  the  petitioner  filed  with  petition  No. 31643/90 the  Higher Court in the impinged order dated April 17, 1996  dismissed the  writ petition.  Thus, this  special leave petition. A contention  has been raised by the petitioner that he has not  been given  an opportunity to defend and except for the  year   1991,  no   direction  was  given  earlier  and, therefore, he was denied of reasonable opportunity to defend himself resulting  in violation  of natural justice. We find no force  in the  contention. When  the petitioner was given opportunity to make good the loss and he did not deposit the same, it  is too  difficult to  believe that  the locker was opened in  his absence  and the amount was taken by somebody in his  absence when he was on leave due to medical grounds. The theory  now set  up too  fantastic to be believed. Under those circumstances,  we do  not find  any illegality in the order passed by the High Court warranting interference. The special leave petition is accordingly dismissed.","The charge  against the petitioner is that he defalcated  a  sum of  Rs. 18,970.85 in 1981-82. An opportunity was given to the petitioner  to make  good the loss. But  he did  not deposit the money. An order of  his removal  from service came to be passed but reasons for the same were no  assigned.",special leave petitions,77.37
1626," ORDER 1.   This  appeal  by  special  leave  arises  against   the judgment and decree of the Delhi High Court in R.F.A. No. 59 of  1978 dated February 26, 1979.  The  plaintiff  appellant filed  the  suit for declaration that she  is  the  absolute owner  and  is  in  possession  of  the  house  bearing  old Municipal No. 5925 and new Municipal No. 4477, Ward No.  XI, situated at Plot No. 7/1 8, Darya Ganj, Delhi.  She  claimed to have purchased the property from one Kaushalya Devi under a  sale deed dated May 11, 1946 registered on May  29,  1946 and thereby she is said to be the owner.  Shri Ratti Ram had no right, title or interest to alienate the property by  the sale deed dated January 29, 1947 which was said to have been executed  to stiffle the prosecution in tended to be  lodged against  him.   The  trial court  dismissed  the  suit.   On appeal, the High Court confirmed it. 2.   The question is whether the suit is within  limitation. In  the evidence, it was admitted that she had knowledge  of the  execution and registration of the sale-deed on  January 29,  1947.   Initially  a suit was filed  in  1959  but  was dismissed as withdrawn with liberty to file fresh suit.  Ad- mittedly, the present suit was filed on July 30, 1966.   The question,   therefore,  is  whether  the  suit   is   within limitation.   Article 59 of the Schedule to  the  Limitation Act,  1963, relied on by the appellant  herself,  postulates that  to cancel or set aside an instrument or decree or  for the rescission of a contract, the limitation is three  years and it begins to run when the plaintiff entitles to have the instrument or the decree cancelled or set aside or the  con- tract  rescinded first become known to him.  As  seen,  when the appellant had knowledge of it on January 29, 1949 itself the  limitation  began to run from that date and  the  three years limitation has hopelessly been barred on the date when the suit was filed.  It is contended by Shri V.M.  Tarkunde, http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 learned  senior counsel for the appellant, that the  counsel in the trial court was not right in relying upon Article 59. Article  113 is the relevant Article.  The  limitation  does not begin to run as the sale deed document is void as it was executed  to  stifle the prosecution.  Since  the  appellant having  been  remained in possession, the  only  declaration that  could be sought and obtained is that she is the  owner and  that the document does not bind the appellant.  We  are afraid  that we cannot agree with the learned  counsel.   As seen, the recitals of the documents would show that the sale deed  was executed for valuable consideration  to  discharge pre-existing  debts and it is a registered document.   Apart from  the  prohibition under s. 92 of the  Evidence  Act  to adduce oral evidence to contradict the terms of the  recital therein, 225 no  issue in this behalf on the voidity of the sale-deed  or its  binding nature was raised nor a finding  recorded  that the  sale-deed  is  void under s.23  of  the  Contract  Act. Pleading  itself is not sufficient.  Since the appellant  is seeking   to  have  the  document  avoided   or   cancelled, necessarily,  a declaration has to be given by the court  in that behalf.  Until the document is avoided or cancelled  by proper  declaration,  the duly registered  document  remains valid and binds the parties.  So the suit necessarily has to be  laid within three years from the date when the cause  of action  had occurred.  Since the cause of action has  arisen on  January  29, 1947, the date on which the  sale-deed  was executed  and registered and the suit was filed on July  30, 1966,  the  suit is hopelessly barred  by  limitation.   The courts below, therefore, were right in dismissing the  suit. The appeal is accordingly dismissed with costs.","Delhi High Court has dismissed the appeal by Shri Ratti Ram. She claimed to have purchased the property from one Kaushalya Devi under a sale deed dated May 11, 1946 registered on May 29, 1946. The trial court dismissed the suit. On appeal, the High Court confirmed it. The question is whether the suit is within limitation.",special leave petitions,27.22
1627," Present : Hon’ble Mr. Justice K. Ramaswamy Hon’ble Mr. Justice G.B. Pattanaik Ranbir  Yadav,   Adv.  for  R.S.  Suri,  Adv.  for  the appellant B.B. Vashisht,  P.   Narasimhan and R.S. Suri, Adv. for the Respondent O R D E R The following order of the Court was delivered. Leave granted. We have heard learned counsel on both sides. This appeal  by special  leave relates to nature of the offence committed by him. The admitted  position is  that on  October 25, 1985 at about 6  a.m. in  village Kahlon  within the jurisdiction of the Police  Station Nawahshahr,  one Santokh  Singh and  his party and  the respondents  ad their  party had a dispute on land. They  indulged in quarrel as a result of which Santokh Singh died.  The courts  below recorded  a finding  that the occurrence had  taken place  at 6.00  p.m. in which both the parties   sustained injuries.  The  deceased  Santokh  Singh received as  many as  8 injuries  five of  which were on the head. As  per the  evidence of  PW-2 the  autopsy doctor, he died of the multiple injuries on the head. The injuries were inflicted with  a gandasa.  According to the ordinary course of nature.  Therefore, it  is clearly  a case  under  Clause thirdly of  Section 300,  IPC and of murder punishable under Section 302,  IPC unless  the case  is brought in any one of the exceptions engrafted is Section 300 IPC. The trial Court and the  appellate Courts  have  applied  Exception  (4)  to Section 300 which reads as under : Culpable homicide  is not murder if it     is     committed     without premeditation in  sudden  fight  in the heat  of passion  upon a sudden quarrel and  without the offender’s having  taken  undue  advantage  or acted  in   a  cruel   or   unusual manner."" In this  case, the  courts below  found that  the  four http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 injuries  inflicted  by  the  respondent-Sarwan  Singh  were responsible for  the death of the  deceased. It is seen that when Sarwan  Singh had  inflicted four  injuries on the head with gandasa  which is  a heavy weapon, it is obviously that he had the knowledge that the injuries would result in death of the  deceased. It is true that  there was a free fight in which both  the  parties  including  the  accused  sustained injuries. Obviously,  therefore, Section  149  IPC  was  not rightly applied and  this Court refused leave as against the acquittal of  others. However,  the respondent cannot escape the offence.  The parties had to fight over dispute of land. It is not the case of the accused that he had acted in self- defence of  him  or  others  and  in  exercise  thereof,  he inflicted the  injuries. Therefore,  the  right  of  private defence has not been rightly applied and was not extended to the accused.  Under these  circumstances, the  only question that arises  is :  whether   the  respondent  had  inflicted injuries without  undue advantage  and acted  in a  cruel or injuries with  a gandasa on the head, it is implicit that he had taken  undue advantage  and acted  in a cruel or unusual manner in  inflicting four heavy blows on the head resulting in death  of Santokh  Singh. Under  these circumstances, the learned Sessions  Judge as  well  as  the  High  Court  have committed grave  error of  law in  applying Exception  4  to Section 300  IPC  and  giving  the  respondent  the  benefit holding it   to  be an  offence of  culpable  homicide.  The conviction by  the courts below under Sections 304 IPC, Part I, therefore,  is set  aside. The  offence is  one of murder punishable  under  Section  302  IPC  and  accordingly,  the respondent is  convicted of  the offence and is sentenced to undergo imprisonment for life under Section 302 IPC. The appeal  is accordingly allowed.",The parties had to fight over dispute of land. The injuries were inflicted with a gandasa. It is not the case of the accused that he had acted in self- defence of him or others.,special leave petitions,33.26
1628," JUDGMENT ARIJIT PASAYAT, J. The only question raised for consideration in this appeal is whether purchase tax can be charged on the element of market fee on the basis that the same does not form part of the turnover. Writ Petition filed by the respondent was allowed by the High Court and this appeal has been filed by special leave. Under the Punjab General Sales Tax Act, 1948 (in short the ""Act"") ""turnover"" is defined in Section 2(i) to include: ""the aggregate of the amounts of sales and purchases and parts of sales and purchases actually made by any dealer during the given period, less any sum allowed as cash discount and trade discount according to ordinary trade practice, but including any sum charged for anything don by the dealer in respect of the goods at the time of, or before, delivery thereof’. Interpreting this provision with reference to the Marketing Regulations, under Punjab Agricultural Produce Markets Act, 1961 (in short ""Markets Act"") the High Court noticed that the incidence of tax in the present cases is when the turnover exceeds the taxable quantum, the buyer has to pay market fee as the writ petitioner are licensees within the market area; that such market fee is not paid by them to the sellers; that, therefore, such amount of the market fee cannot be part of the sale consideration; that the writ petitioners were not required to show in their turnover the amount of the market fee as part of the purchase price of such of the agricultural produce purchased by them locally; that such market fee is not to form part of the turnover for assessment or payment of purchase tax. This Court in Anand Swarup Mahesh Kumar v. CST, [1980] 4 SCC 451 had occasion to consider whether additional tax on certain dealers levied on turnover of purchases mentioned in Section 3-D(1) of the U.P. Krishi Utpadan Mandi Adhiniyam, 1964 (in short ""U.P. Act"") collected from purchases by commission agent can be included in the turnover of purchases. This Court explained that there are four circumstances in which turnover could be include and they are :(i) if the produce is sold through a commission agent, the commission agent may realise the market fee from the purchaser and shall be liable to pay the same to the Committee; (ii) if the produce is purchased directly by a trader from a producer the trader shall be liable to pay the market fee to the Committee; (iii) if the produce is purchased by a trader from another trader, the trader selling the produce may realise it from the purchaser and shall be liable to pay the market fee to the Committee, and (iv) in any other case of sale of such produce, the purchaser shall be liable to pay the market fee to the Committee. Under what circumstances, the market fee is to be paid needs to be considered and once it is held that the buyer has an obligation to pay the http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 market fee and it is the duty of the seller to deposit the market fee on behalf of the buyer and, therefore, to realise it from the buyer, it is not the legal obligation of the seller to pay market fee on such a transaction and thus the amount of market fee cannot be treated as part of the sale consideration. Similar is the position in the present case as per law prevailing. The above position was examined by this Court in State of Pubjab and Ors. v. Guranditta Mal Shauti Prakash and Ors., [2004] 5 SCC 791 and relying on the decision in Anand Swarup’s case (supra), it was held that there was no obligation on the part of the seller to pay market fee since it is the duty of the buyer to pay the same and the seller can realise it from the buyer. The inevitable conclusion, therefore, is that there was no liability to pay sales tax on the element of market fee. Above being the position, the appeal fails and is dismissed but without any order as to costs.",The High Court ruled that the writ petitioners were not required to show in their turnover the amount of the market fee. The appeal fails and is dismissed but without any order as to costs.,appointment,29.19
