JUDGMENT,Summarized_text,Label,Scores
" ORDER 1.   Leave granted. 2.     These  appeals arise from the order  of  the  Central Administrative Tribunal in O.A.No.1218/88 dated December 12, 1993. The appellant was promoted from the post of A.S.I.  to S.I.  but he was confirmed w.e.f. January 4, 1989 though  it was stated .that his case for promotion had to be considered with  effect from October 1, 1982.  This claim was  resisted by  the  respondents  on the ground that  in  1983,  he  was charged for an offence under section 5(2) of the  Prevention of  Corruption Act and he was kept under suspension  and  he was also communicated of adverse remarks for the period from June  7, 1980 to March 31, 1981 and that he became  eligible to  be considered for promotion as S.I.w.e.f.  December  16, 1985. Therefore, his case was considered and he was promoted in 1989.  Counsel for the respondent was directed to produce the  record  relating to the D.P.C.  proceedings-   We  have perused  the proceedings of D.P.C. which would clearly  show that  the  reasons which prevailed with the DP.C.  were  the prosecution  under section 5(2) of Prevention of  Corruption Act  and the departmental enquiry, against the appellant  It is  not  in dispute that the proposed  departmental  enquiry a;so is related to the self same offence under section  5(2) of   the  Prevention  of  Corruption  Act.   The,   judgment acquitting the appellant of the, charge under section  .,(2) became  final  and  it clearly indicate-,; that  it  was  on merits.  Therefore,  once the acquittal was  on  merits  the necessary  consequence  would  be  that  the  delinquent  is entitled  to  reinstatement as if there is no  blot  on  his service  and  the,  need for  the  departmental  enquiry  is obviated. It  is settled law that though the delinquent  official  may get  an acquittal on technical grounds, me  authorities  are entitled  to conduct departmental enquiry on the  self  same allegations  and take appropriate disciplinary action.  But, http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 here,  as stated earlier, the acquittal was on  merits.  The material on the basis of which his promotion was denied  was the  sole ground of the prosecution under section  5(2)  and that ground when did not subsist, the same would not furnish the basis for DPC to overlook his promotion. We are informed that  the  departmental enquiry itself was  dropped  by  the respondents.  Under these circumstances, the very foundation an  which the D.P.C. had proceeded is clearly  illegal.  The appellant is entitled to the promotion with effect from  the date  immediate junior was promoted with  all  consequential benefits. The appeals are allowed. No costs. 25","The appeals arise from the order of the Central Administrative Tribunal in O.A.No.1218/88 dated December 12, 1993. The appellant was promoted from the post of A.S.I. to S.I but he was confirmed w.e.f. January 4, 1989 though  it was stated .that his case for promotion had to be considered with  effect from October 1, 1982. This claim was resisted by the respondents.",special leave petitions,40.85
" JUDGMENT ORDER 1.      Heard learned counsel for the parties. 2.      This Special Leave Petition is directed against the orders dated 20th of January, 2006 and 23rd of March, 2006 passed by the High Court of Orissa in Writ Petition (c) No. 2973 of 2004 and Review Petition No. 19 of 2006 respectively.  By the order passed in the Writ application, the Division Bench of the High Court directed the petitioners to vacate the quarters in question by 31st of March, 2006 and as and when the municipality reconstructs houses and/or quarters of the allottees, the allottees shall be considered and given possession of the new houses and/or the quarters in accordance with the resolutions of the municipality.  A Review application was filed in respect of the aforesaid order, which was also rejected by the Division Bench of the High Court of Orissa at Cuttack. 3.      By an order dated 13th of April, 2006 in the Special Leave Petition, a notice was issued in presence of the learned counsel, who had entered appearance on behalf of Respondent Nos. 4, 5 & 6 and an interim order directing the parties to maintain the status-quo as to possession on that date was also passed.  Subsequently on 4th October, 2007, we directed the Executive Engineer, R& B Division, Balasore, Orissa to inspect the quarters in question and report whether the same are in dilapidated condition for which demolition/reconstruction should be made and also to report who are the persons now in possession of the said quarters.  In compliance with the order of this Court, a report has now been submitted by the Executive Engineer, R& B Division, Balasore, Orissa.  We have carefully examined the report as well as considered the submissions of the learned counsel for the parties before us.  Learned counsel for the petitioners, Mr. Mishra has agreed, on instructions from the client, that they are ready to vacate the quarters in occupation, if this Court directs the municipality to reconstruct new building within 1 = years from the date of vacating the respective quarters by the petitioners.  Mr. Mishra, Senior counsel for the petitioners, also submitted that his client is ready to vacate the suit quarters in question, if three months\022time is granted to them to vacate the same to which Mr. Das, learned counsel appearing for the municipality, has not raised any objection. 4.      Considering the facts and circumstances of the present case and the submissions made on behalf of the http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 parties, we, therefore, dispose of this Special Leave Petition on the following terms :- i)      The petitioners are directed to vacate the quarters in question in favour of the municipality within three months from this date. ii)     If the petitioners fail to vacate these respective quarters in question, the respondent-municipality shall be at liberty to take possession by the help of the police authorities. iii)    The municipality, after taking possession within the time specified above, shall construct quarters/houses for the allottees within a period of 1 = years from the date of taken possession from the respective allottees/petitioners. 5.      We make it clear that it will be open to the petitioners to mention before this Court to ______ in the event, the municipality fails to deliver possession to the respective allottees of the new quarters/houses.  Then, it will be open to the municipality to fix reasonable monthly rent of the respective quarters of the allottees. 6.      With the above directions, this Special Leave Petition is disposed of.  There will be no order as to costs.","This Special Leave Petition is directed against the orders dated 20th of January, 2006 and 23rd of March, 2006 passed by the High Court of Orissa in Writ Petition (c) No. 2973 of 2004 and Review Petition No. 19 of 2006 respectively. A Review application was filed in respect of the aforesaid order, which was also rejected by the Division Bench of the high court. We have carefully examined the report as well as considered the submissions of the learned counsel for the parties.",special leave petitions,51.77
" O R D E R Heard the learned counsel for the parties. On perusing the affidavit dated 16.7.2003 filed by R.B.S. Negi, Joint Director Establishment (Reservation), Railway Board at New Delhi, the contempt proceedings are dropped.  However, for making incorrect statement in the affidavit, the respondents are directed to pay a cost of Rs.10,000/- to the petitioner.  It would be open to the petitioner to challenge the final decision taken by the respondents with regard to contention for the Headquarter Control Post and other upgradation of post.  The contempt petition stands disposed of accordingly.  Notice for contempt discharged. --------------------------------------------------------------------","The contempt proceedings are dropped. However, for making incorrect statement in the affidavit, the respondents are directed to pay a cost of Rs.10,000/- to the petitioner. The contempt petition stands disposed of accordingly.",civil,42.25
" O R D E R Leave granted This appeal  arises from the judgment and order made on 20.11.91 by  the High  court of  Patna in  CWJC No.  6073 of 1991. The specific  case set  up by  the first  respondent is that he  was working  in  the  Irrigation  department  as  a permanent employee holding a lien in that post. Subsequently he was  transferred along  with others  to the  Bihar  state water development  corporation the  appellant  .  It  is  an admitted position  that the  said Corporation has been wound up. Consequently,  instead of termination of the services of the employees  working in  the corporation,  an attempt  was made to have them accommodated in different departments. The first respondent was sent to the finance department which he had challenged.  His specific  case is  that  he  was  still having a  lien  on  the  post  he  hold  in  the  Irrigation department. That  was not  controverted in the High court by filing an  affidavit. No  contra evidence  has  been  placed before us also. The contention of the corporation and the Government is that since the Bihar state Water Development Corporation has been wound up, the employees have been adjusted in different departments. The order passed by the High court would create difficulty, if  similarly situated  employees claim the same position. We  appreciate the inconvenience of the Government but each case is required to be decided, in the light of the fact situation. It  is   an  admitted  position  that  when  the  first respondent was  initially sent  on deputation  to the  Bihar state water  Development  corporation,  he  was  allowed  to retain the lien in the parent Department and the same was to continue  until   lien  was  duly  terminated  only  on  his confirmation in  the Irrigation  Development corporation. No evidence is  placed before  us to  show that his lien in the Irrigation department  was terminated nor is he confirmed in the corporation  since the  Bihar  state  Water  Development Corporation was wound up, as he was holding lien in the post in the  parent Department, he was required to be repatriated to be repatriated to the parent Department. No Such step was http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 taken. Under these  circumstances, the  view taken by the High court, on  the facts,  cannot be  said to be vitiated by any error of law warranting interference. The appeals are accordingly dismissed. No costs.",The appeal  arises from the judgment and order made on 20.11.91 by the High  court of Patna in CWJC No.  6073 of 1991. The specific  case set  up by the first  respondent is that he  was working  in  the  Irrigation  department as a permanent employee holding a lien in that post. Subsequently he was transferred along  with others to the Bihar  state water development corporation the appellant. It is  an admitted position that the  said Corporation has been wound up.,transfer,57.32
" O R D E R Delay condoned. This special  leave petition  has been filed against an order of  the Central  Administrative Tribunal, made on July 8, 1996 made in O.A No. 879/93. Admittedly, the  petitioner, having acquired Diploma in Engineering,  had   applied  for   and  stood   selected  as Technician. The  vacancies notified were 480. His ranking on merit is  779. Since  he was  not appointed  to the post, he filed the  D.A in  the Tribunal. It was contended that while he was  looking for  ward to  his appointment  in accordance with the  selection, instead  of making  the appointment the authorities issued  notification for fresh recruitment, thus , defeating the right of the petitioner and others similarly situated. Therefore, direction to the respondent authorities to appoint  him, as  per his  ranking in the select list for the year 1989 was sought. stay of fresh recruitment till the said list  got exhausted,  was also sought. The Tribunal has dismissed the petition holding that mere putting a candidate in the  select list  does not  confer on  him any  right  to appointment. Selection  was made  only for  filling  up  480 vacancies; after  the absorption   thereof, selection has to be made  for the  subsequent vacancies  from the open market and,. therefore,  directions sought  could not  be given. We find that the reasons given . We find that the reasons given by the  Tribunal are  well  justified.  Merely  because  the petitioner has been put in the waiting list, he does not get any vested  right to an appointment. It is not his case that any one  below his  ranking in  the waiting  list  has  been appointed which could give him cause for grievance. Thus, he cannot seek any direction for his appointment. For subsequent  vacancies, every one in the open market is entitled  to apply for consideration of his/her  claim on merit in accordance with law and it would be consistent with the provisions of Articles 14 and 16(1) of the Constitution. Therefore, direction sought for not to fill up the vacancies having arisen  subsequently  until  the  candidates  in  the waiting list  are exhausted, cannot be granted. The Tribunal rightly refused to grant any such direction. The special leave petition is accordingly dismissed. http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2","Petitioner, having acquired Diploma in Engineering, had applied for   and stood   selected as Technician. The  vacancies notified were 480. His ranking on merit is  779. Since  he was not appointed  to the post, he filed the D.A in the Tribunal. Tribunal has dismissed the petition holding that mere putting a candidate in the  select list does not confer on  him any  right  to appointment.",special leave petitions,49.99
" J U D G M E N T Nanavati. J. This appeal  is directed against the judgment and order passed by the Designated Court, Sangrur in Sessions Case No. 55 of 1993. The respondent  was tried  for the  offences punishable under Section  25 of  the Arms  Act and  Section  5  of  the Terrorists and  Disruptive Activities (Prevention) Act, 1987 (hereinafter referred  to as  ""the TADA  Act"").  The  charge against him  was that he was found in unlawful possession of one. 12  DBBL Gun  and four  live cartridges on 15.5.1992 in village Khillan,  which has been declared as a notified area under the  TADA Act.  The designated  Court  held  that  the evidence of PW.1 H.C. Baldev Singh and PW.3 Constable Basant Singh was sufficient to establish that the respondent was in unlawful possession  of Gun  and four  live cartridges.  The Designated Court,  however, did  not scrutinise the evidence further and  thought it fit to acquit the respondent only on the ground  that as no sanction under Section 39 of the Arms Act was obtained to initiate prosecution against the accused under Section  25 of  the Arms Act and Section 5 of the TADA Act, has,  ""the effect  of enhancing  penalty as  prescribed under the  Arms Act"", the accused cannot be tried for either of the offences. Aggrieved by  the order  of acquittal,  the  State  has filed this  appeal. We  are of the opinion that Mr. Sodhi is right in  contending that  the view  taken by the Designated Court that in absence of sanction for prosecuting an accused under the  Arms Act,  the cannot  be prosecuted  even  under Section 5 of the TADA Act, is wrong. But it is not necessary to allow  this appeal and remand the case to the  Designated Court as  the  respondent  deserves  to  be  acquitted  even otherwise on merits. Though the evidence of PW.1 H.C. Baldev Singh and  PW.3 Basant Singh establishes that the respondent was found  in possession  of one.  12 bore DBBL Gun and four live cartridges,  there is  no satisfactory evidence to show that  the   said  Gun  and  the  cartridges  were  sent  for examination by  the Central  Forensic scientific Laboratory. There is  no report  from the forensic Scientific Laboratory nor any  other evidence  to prove that the said gun was in a http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 working condition  or that  the said  cartridges  were  live cartridges. An  entry made  in  the  Malkhana  register  was relied upon by the prosecution. It does not mention that Gun bearing No.  14119-88  was  sent  to  the  Central  Forensic Laboratory nor  does  it  contain  any  description  of  the cartridges. Therefore, in  absence of any evidence to show that the respondent is  found in  possession of one. 12 bore DBBL Gun in  a  working  condition  and  four  live  cartridges,  the respondent cannot  be convicted  under Section 5 of the TADA Act. This appeal is dismissed.","The appeal is directed against the judgment and order passed by the Designated Court, Sangrur in Sessions Case No. 55 of 1993. The charge against him was that he was found in unlawful possession of one. 12  DBBL Gun and four live cartridges on 15.5.1992 in village Khillan, which has been declared as a notified area under the TADA Act. There is no report from the forensic Scientific Laboratory nor any other evidence to prove that the said gun was in a working condition.",transfer,25.71
" O R D E R The  order   of  termination  of  the  service  of  the petitioner was  challenged by  filing an  application  under Section 19  of the  Administrative Tribunal Act, 1985 before the  Central   Administrative  Tribunal,   New  Delhi.  Such application has  been dismissed  by the  impugned order. The applicant was  appointed Judge, Chandigarh, vide order dated March 17,  1982. He  was continuing  in temporary service on probation put  it appears  that his  service was  not  found satisfactory and  as  a  matter  of  fact  on  a  number  of occasions he  was found  by the successive judicial officers under whom  the applicant was working that his integrity was questionable. Considering his service records, the temporary service of the applicant has been terminated. Mr. P.P.  Rao, the learned senior counsel appearing for the petitioner has submitted that if termination has in fact been effected  by way of punishment, the real purpose of the order and not the outer form of it, is required to be looked into by  piercing the  veil, He has submitted that if on the score of  misconduct, the  service,  is  terminated  without holding by departmental proceeding and giving the petitioner a chance of showing cause, the order of    parte termination of service  on the ground of misconduct is illegal and void. Even in  the case  of temporary  service, the  provisions of Article 311  of the  Constitution of India is applicable. In support of  such contention,  reference has been made to the decision of this Court in Jarnail Singh and Ors. etc. versus State of Punjab (1986 (2) SCR 1022). It, however, appears to us that  no discriminatory  treatment has  been meted out to the petitioner  as was done to the employee concerned in the said decision. It appears that the service of the petitioner was  found   unsatisfactory  for   the   reasons   indicated hereinbefore. Since  the petitioner  was holding a temporary service and  was  on  probation,  an  order  of  termination simplicitor has  been passed  without attaching  any  stigma against   him.   As   the   service   records   were   found http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 unsatisfactory,  the   termination  order   cannot  be  held arbitrary and  dapricious. In the aforesaid facts, we do not thing that in reality an order of punishment has been passed against  the   petitioner  in  the  clocks  or  pretence  of termination simplicitor  without  holding  any  departmental proceeding   thereby   violating.   Article   311   of   the Constitution. We  therefore. find  no merit in this petition and the same is dismissed.","The applicant was appointed Judge, Chandigarh, vide order dated March 17, 1982. He was continuing  in temporary service on probation put  it appears  that his service was not  found satisfactory. On  a number of occasions he was found  by the successive judicial officers under whom  the applicant was working that his integrity was questionable. Considering his service records, the temporary service of the applicant has been terminated.",appointment,33.77
" O R D E R Leave granted.  We have  heard learned  counsel on both sides. This appeal  by special  leave arises from the judgment dated May  24, 1996 passed by the High Court of Allahabad in W.P. No.8654/95. The admitted  position is that though lease was granted to the  appellants on  December 5, 1994 for one year and was executed, as  admitted by the respondents, on the said date, it expired  on December  5, 1995.  It is  contended that the lease  granted  to  the  appellants  was  cancelled  by  the Commissioner on February 17, 1995 and on a revision filed by the appellants  to the State Government by order dated March 23, 1995,  the order  of the Commissioner was set aside. But unfortunately the  operation of  the order of the Government was stayed  by the  High Court  on May  21, 1995  and it set aside the  order of the Government by the impugned order. It is not in dispute that pursuant to the direction of the High Court the  auctions were  conducted and  third parties  have been inducted  to work  out the  excavation of the sand; but they are  not before  us. Though  there is some force in the argument of  the learned  counsel for  the  appellants  that since the  working of the period of the lease granted to the appellants was  not allowed  to be fully utilised on account of the  orders passed by the courts or the Commissioner, the time may be extended for the appellants to execute the lease and work  out the  lease for  the residue  period, as stated earlier, since  the third  party rights  have  already  been intervened, in their absence we cannot give the direction as sought for.  Under these  circumstances, it is stated in the affidavit itself that the respondent-Government have offered refund of the amount deposited by the appellants as directed by the  High Court.  The respondents  are directed to refund the amount of Rs. 6,30,000/-. We are constrained to dismiss the appeal. No costs.","This appeal  by special  leave arises from the judgment dated May  24, 1996 passed by the High Court of Allahabad in W.P. No.8654/95. The admitted  position is that though lease was granted to the  appellants on  December 5, 1994 for one year and was executed, as  admitted by the respondents, on the said date, it expired  on December  5, 1995.",special leave petitions,66.25
" THE 28TH DAY OF JULY, 1995 Present: Hon’ble Mr.Justice K.Ramaswamy Hon’ble Mr.Justice K.S.Paripoornan Mr.Nikhil Nayyar, Adv. and Mr.T.V.S.N.Chari, Advs. for the petitioners. O R D E R The following Order of the Court was delivered: IN THE SUPREME COURT OF INDIA CIVIL APPELLATE JURISDICTION SPECIAL LEAVE PETITION [C] NO. 14430-32 OF 1995 MAHAVIR & ANR. ETC.ETC. VERSUS THE RURAL INSTITUTE, AMRAVATI & ANR. ETC.ETC. O R D E R We   do   not   find   any   justification   warranting interference in  this matter. Admittedly, notification under Section 4(1)  of the  Land Acquisition  Act (for short, ‘the Act’) was  published on  January 29, 1957 and thereafter the owner sold  the properties  to the  petitioners on  June 11, 1957 and  August 22,  1958. Declaration  under Section 6 was published on  August 14,  1958. Thus,  it could be seen that the sales  made after  the publication  of the  notification under Section 4(1) are void sales and the State is not bound by such a sale effected by the owner. Admittedly, the notice under Section 9 and 10 September 23, 1958 and award was made on October  9, 1959 and possession was taken on November 18, 1959. Thus,  the acquisition was complete. The possession of the Government is complete as against the original owner and title of  the  original  owner  stood  extinguished  and  by operation of  Section 16 the State acquires the right, title and interest  in the property free from all encumbrances. So any encumbrance  made by  the owner after notification under Section  4(1)   was  published  does  not  bind  the  State. Possession would be taken through the usual mode of drafting a panchanama by the officer and signed by the witness. It is http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 complete and  conclusive. Thereby  it is  clear, as found by the court  below that  possession was  taken as  a fact  and handed over  to the  3rd respondent-society.  Therefore, the Society became the absolute owner of the acquired lands free from all  encumbrances. The  claim of  the petitioners  that they  have   perfected  title   by  adverse  possession  was negatived  by   all  the  Courts.  No  question  of  adverse possession arises unless it is pleaded and proved that after the  possession  was  taken  and  handed  over  to  the  3rd respondent, the  petitions have  asserted their own right to the knowledge  of the 3rd respondent and it had acquisced in it and  remained in  uninterrupted possession and enjoyment, nec vi,  nec lam  and nec  pre cario. That was not the case. Therefore, they  cannot  have  any  semblance  of  right  by prescription. It  is rather  unfortunate that  State filed a suit for  possession. They  should have  resorted to summery eviction under  the Public  Premises Act  etc. instead  they have gone  to the Civil Court. All the courts granted decree in favour  of the Government and the Society. We do not find any ground  warranting interference with judgment and decree in S.A.  Nos.146, 147 and 150 of 1982 dated October 11, 1994 of Bombay High Court at Nagpur bench. The S.L.Ps are accordingly dismissed.","Petitioners MAHAVIR & ANR. ETC.ETC. VERSUS THE RURAL INSTITUTE, AMRAVATI &ANR. O R D E R The following Order of the Court was delivered: IN THE SUPREME COURT OF INDIA CIVIL APPELLATE JURISDICTION SPECIAL LEAVE PETITION [C] NO. 14430-32 OF 1995. The S.LPs are accordingly dismissed.",special leave petitions,30.32
" O R D E R The petitioner  claims that  he  has  been  denied  the salary for  period from  September 10,  1987 to  August  18, 1988. He  claims  to  have  worked  in  the  office  of  the Municipal Council,  Tonk. He filed writ petition in the High Court in  February 1990.  The learned single Judge held that since it  is a  claim recoverable  in a  civil  action,  the discretionary power under Article 226 of the Constitution is not  exercisable.   Accordingly,  he   dismissed  the   writ petition. The  same came  to be  confirmed in  the  impugned order of  the Division  Bench made on May 6, 1996 in Special Appeal No.218/96. Thus, this special leave petition. It is  not necessary  for us to go into the question of the legality  of the  order of the High Court in refusing to grant the  relief. It  is axiomatic that the exercise of the power under  Article 226  being discretionary,  the  learned single  Judge  as  well  as  the  Division  Bench  Have  not exercised the  same to  direct the  respondent  to  pay  the alleged arrears  of salary  alleged to be due and payable to the petitioner.  Under these  circumstances, the only remedy open to  the petitioner  is to avail the action in the suit. Since the  limitation has  run out  to file  a civil suit by now, which  was not so on the date of the filing of the writ petition, the  civil Court  is required  to  exclude,  under Section 14  of the  Limitation Act,  1963, the  entire  time taken by  the High Court in disposing of the matter from the date of the institution of the writ petition. Normally for  application  of  Section  14,  the  Court dealing with  the matter in the first instance, which is the subject of  the issue  in the  later case,  must be found to have lack  of jurisdiction  or other cause of like nature to entertain  the   matter.  However,   since  the  High  Court expressly declined to grant relief relegating the petitioner to a  suit in  civil Court,  the petitioner  cannot be  left remedyless. Accordingly,  the time  taken in prosecuting the proceedings before  the High  Court and this Court obviously http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 pursued diligently  and bona fide, needs to be excluded. The petitioner is  permitted to issue notice to the Municipality within four weeks from today. After expiry thereof, he could fine suit  within two  months thereafter.  The  trial  Court would consider  and dispose of the matter in accordance with law on merits. The special leave petition is disposed of accordingly.","Petitioner claims that he has been denied the salary for period from September 10, 1987 to August 18, 1988. He filed writ petition in the High Court in February 1990. The learned single Judge held that the discretionary power under Article 226 of the Constitution is not exercisable.",civil,42.5
" WITH CIVIL APPEAL NOS. 8535/94 AND 1341/89 AND CIVIL APPEAL  NO. 2718 OF 1997 [Arising out of SLP (C) No. 8437/97 (CC-1840/89) O R D E R CA NOS.1340/86,  8535/94 & CA NO.2718/97 [Arising out of SLP (C) No. 8437/97 (CC-1840/89) Delay condoned  and leave  granted in the special leave petitions, Application for intervention is dismissed. The controversy raised in this appeal is covered by the judgment of  this Court  in Sri  Adi  Visheshwara  of  Kashi Vishwanath   Temple, Varanasi & Ors. Vs. The State of U.P. & Ors. [(1997) 3  SCALE 1) In the  present case,  the appellants  Satram Committee claimed the  status of  as  a  denominational  temple  under Article 26  (d) of the constitution. The High Court has held that they  have the denominational status, but, nonetheless, it was  negatived on  the ground that the Managing Committee would be  appointed with  non-official and  official members under  the   A.P  Charitable   and  Religious   Institutions Endowment Act.  Thus, the appellants claimed the status of a denominational one  and the  Government has  questioned  the later direction.  Admittedly, the  Arya Vysya  Community  is having as  many as  102 gotras.  In other  words,  they  are representing a  large segment  of Hindus worshipping Goddess Matha Kanyakaparameswari. In the above cited case, the claim was that  the Hindus  who worship  God  Shiva  constitute  a denominational section  entitled to  the benefit of Articles 26(b) and  26(d) of   the  Constitution. A  Bench  of  three Judges, to  which    both of us were members, had considered the matter  in detail and held that Hindu Worshippers of God Shiva are  not a denominational section and, therefore, they are not  entitled to  the benefit  of Articles 26 (b) and 26 (d) of  the Constitution  for  management  of  the  Temples. Following the  above ratio,  we hold that the Hindu sections of the  Arya  vysya  Community  who  worship  Goddess  Matha Kanyakaparameswari are  not denominational  section for  the purpose of  Articles 26(b) and 26(d) of the Constitution. As a  consequence,   it  is   an  institution  Covered  by  the http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 provisions of  the Endowments  Act.  Accordingly,  they  are entitled to  be administered  in the  light of  the law laid down by  this court  in Pannalal  Bansilal Patti  & Ors. Vs. State of A.P. [(1996) 2 SCC 498]. The appeal are accordingly dismissed. No costs. CA NO. 1341/86 Following the  above ratio,  this appeal is allowed. No costs.","The controversy raised in this appeal is covered by the judgment of  this Court  in Sri  Adi  Visheshwara of  Kashi Vishwanath   Temple, Varanasi & Ors. Vs. The State of U.P. & ors. The appeal are accordingly dismissed. No costs.",special leave petitions,55.8
" O R D E R Leave granted. These appeals  by special leave arise from the judgment of the  Division Bench  of the  Madras High  Court, made  on January 9,  1997 in  CMA No.  843/96 and  WP Nos.  9771  and 12007/96. N.M.S.S Vellaichamy  Nadar College  was established  by Nadar Mahajan  Sangam in  the year  1965 and election to the Society  which   runs  the  college,  is  the  bone  of  the contention.  Untrammeled   by  procedural  formats  and  its ramifications in  the process  of election, the heart of the matter is good management of the college. Who is entitled to run the  institution the college. Who is entitled to run the institution and  administer property of the said institution is the  crux of  the question.  It is  not in  dispute  that though the term of the previous Society Committee expired on March 31,  1966, elections  could not be held for one reason or  the  other.  As  a  consequence,  at  the  pain  of  the entrustment of the management to the third agency, elections came to  be held  on June  9, 1996,  which proved  to be  an abortive attempt.  Consequent thereon,  a complaint was made to the  Registrar in  Form No.7 on June 12, 1996. An enquiry appears to  have been  held by the Registrar which failed in the process  from legal  perspectives  but  the  report  was submitted on  June 19, 1996. In the meanwhile, OS No. 417/96 was filed  for perpetual  injunction. An  interim  mandatory injunction  was  issued  in  I.A.  No.292/96  directing  the District Registrar  appointed under the Tamil Nadu Societies Registration Act,  1975 (for  short, the  ‘Act’) to find out factual position  and then  to submit  the report.  In   the meanwhile, writ  petitions came to be filed. Ultimately, the Division Bench came to the conclusion that the learned trial Judge had  abdicated  his  functioning  as  an  adjudicatory authority; he  should have  recorded the  evidence  and  the findings by  himself. Instead,  he directed the Registrar to conduct an  enquiry and, thereby, it is a case of abdication of judicial functioning. Accordingly, the impugned order was passed. We have  heard learned  counsel for  both the  parties. With a  view to  shorten  the  litigation,  the  appropriate http://JUDIS.NIC.IN SUPREME COURT OF INDIA Page 2 of 2 course would be as under: The civil Court is directed to appoint an Advocate as a Commissioner. The  Advocate-Commissioner would  take all the members of  the Society existing as on May 14, 1996 as valid members.  He   should  conduct   the  elections   afresh  in accordance with  the procedure prescribed under the bye-laws of the  Society. Till  the elections are held, the Principal shall continue  to hold  charge of  the  management  of  the institution and  will act  as Receiver  of the  Court  under Order XL,  Rule 1, CPC. He shall be answerable to the Court. On receipt of the report from the Advocate-Commissioner, the civil Court  shall pass  appropriate orders  in the light of the  report   thus  submitted   and  dispose   of  the  suit accordingly.  The  expenditure  incurred  and  fees  of  the Advocate-Commissioner should  be as  determined by the civil Court. Elections  are directed  to  be  conducted  within  a period of  six weeks from the date of the appointment of the Advocate-Commissioner by the trial Court. The trial Court is directed to  appoint the  Commissioner within two weeks from the date  of the  receipt of  the order.  The trial Court is directed to  dispose of  the suit, after the election report is submitted, within three months thereafter. The fee of the Advocate-Commissioner should  be  determined  by  the  trial Court. The  same shall  be born  by  the  successful  party. Initially, the  same may  be paid  by the Principal from the College funds  and later  recovered by  the College from the successful party to the suit. The appeals are accordingly disposed of. No costs.","Nadar College was established by Nadar Mahajan  Sangam in the year 1965. The term of the previous Society Committee expired on March 31, 1966. Elections  could not be held for one reason or the other. The heart of the matter is good management of the college. Who is entitled to run the institution is the crux of the question.",special leave petitions,25.65
